"","site_id","date","filename","species","begin_clock_time_hms","nauticalDawn","sunrise","peak_freq","vert_strat","relative_onset_times","scientific_name","common_name","ebird_residuals","foraging_habit","territoriality","mass","trophic_niche","season"
"5005","VAR310R",2020-12-01,"20201201_060500.WAV","IBRO",06:08:13,05:37:18,2020-12-01 06:25:59,4593.75,6,30.9166666666667,"Larvivora brunnea","Indian Blue Robin",-0.127181874235415,"UND","Non-territorial",17.5,"Invertivore","winter"
"5006","PANMP3B",2020-12-16,"20201216_060500.WAV","GRTD",06:08:14,05:44:32,2020-12-16 06:33:43,1593.75,6,23.7,"Dicrurus paradiseus","Greater Racket-tailed Drongo",0.126821091981418,"CAN","Highly territorial",85.8,"Invertivore","winter"
"5007","SEL107R",2020-12-08,"20201208_060500.WAV","OHTH",06:08:14,05:40:31,2020-12-08 06:29:30,2343.75,5,27.7166666666667,"Geokichla citrina","Orange-headed Thrush",0.11323128969935,"GRD","Weakly territorial",53.3,"Omnivore","winter"
"5008","INOA03R",2020-12-14,"20201214_060500.WAV","SPPI",06:08:15,05:43:27,2020-12-14 06:32:37,9468.75,5,24.8,"Picumnus innominatus","Speckled Piculet",-0.0513761012893874,"CAN","Highly territorial",10.2,"Invertivore","winter"
"5009","OLV208R",2020-12-03,"20201203_060500.WAV","RWBU",06:08:16,05:38:11,2020-12-03 06:26:57,3093.75,7,30.0833333333333,"Pycnonotus jocosus","Red-whiskered Bulbul",-0.0354682937927485,"MID","Weakly territorial",29.5,"Omnivore","winter"
"5010","SEL207R",2020-12-04,"20201204_060500.WAV","SPPI",06:08:16,05:38:38,2020-12-04 06:27:28,8906.25,4,29.6333333333333,"Picumnus innominatus","Speckled Piculet",-0.0513761012893874,"CAN","Highly territorial",10.2,"Invertivore","winter"
"5011","HP37P2B",2020-12-13,"20201213_060500.WAV","SPPI",06:08:17,05:42:46,2020-12-13 06:31:55,9281.25,8,25.5166666666667,"Picumnus innominatus","Speckled Piculet",-0.0513761012893874,"CAN","Highly territorial",10.2,"Invertivore","winter"
"5012","PANMP1B",2020-12-16,"20201216_060500.WAV","GRFL",06:08:17,05:44:31,2020-12-16 06:33:43,2250,5,23.7666666666667,"Chrysocolaptes guttacristatus","Greater Flameback",-0.0911206801501304,"CAN","Highly territorial",166,"Invertivore","winter"
"5013","SEL207R",2020-12-04,"20201204_060500.WAV","WTKI",06:08:18,05:38:38,2020-12-04 06:27:28,3000,4,29.6666666666667,"Halcyon smyrnensis","White-throated Kingfisher",0.239564268249285,"AQU","Weakly territorial",91.4,"Omnivore","winter"
"5014","STIN02U",2020-12-08,"20201208_060500.WAV","ASDR",06:08:18,05:40:31,2020-12-08 06:29:30,4312.5,4,27.7833333333333,"Dicrurus leucophaeus","Ashy Drongo",0.188423297727862,"CAN","Highly territorial",37.6,"Invertivore","winter"
"5015","PANMP1B",2020-12-13,"20201213_060500.WAV","BCFU",06:08:19,05:43:03,2020-12-13 06:32:11,2812.5,5,25.2666666666667,"Alcippe poioicephala","Brown-cheeked Fulvetta",-0.0355518522218901,"MID","Highly territorial",20.7,"Invertivore","winter"
"5016","VAR310U",2021-01-06,"20210106_060500.WAV","MWTH",06:08:19,05:53:58,2021-01-06 06:42:52,5531.25,3,14.35,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","winter"
"5017","HP36P4B",2020-12-13,"20201213_060500.WAV","GRJU",06:08:22,05:42:45,2020-12-13 06:31:54,1406.25,8,25.6166666666667,"Gallus sonneratii","Gray Junglefowl",-0.227564125346617,"GRD","Weakly territorial",840.8,"Omnivore","winter"
"5018","INBS04R",2020-12-17,"20201217_060500.WAV","ASDR",06:08:22,05:44:55,2020-12-17 06:34:08,3000,6,23.45,"Dicrurus leucophaeus","Ashy Drongo",0.188423297727862,"CAN","Highly territorial",37.6,"Invertivore","winter"
"5019","SEL107R",2020-12-02,"20201202_060500.WAV","RWBU",06:08:22,05:37:42,2020-12-02 06:26:26,2906.25,5,30.6666666666667,"Pycnonotus jocosus","Red-whiskered Bulbul",-0.0354682937927485,"MID","Weakly territorial",29.5,"Omnivore","winter"
"5020","HP4008R",2020-12-13,"20201213_060500.WAV","WCBA",06:08:23,05:42:46,2020-12-13 06:31:54,1125,5,25.6166666666667,"Psilopogon viridis","White-cheeked Barbet",0.0745659242111165,"CAN","Weakly territorial",80.5,"Frugivore","winter"
"5021","INME03U",2020-12-17,"20201217_060500.WAV","RWBU",06:08:27,05:44:56,2020-12-17 06:34:09,3281.25,6,23.5166666666667,"Pycnonotus jocosus","Red-whiskered Bulbul",-0.0354682937927485,"MID","Weakly territorial",29.5,"Omnivore","winter"
"5022","HP36P4B",2020-12-13,"20201213_060500.WAV","WCBA",06:08:28,05:42:45,2020-12-13 06:31:54,1500,8,25.7166666666667,"Psilopogon viridis","White-cheeked Barbet",0.0745659242111165,"CAN","Weakly territorial",80.5,"Frugivore","winter"
"5023","SEL107R",2020-12-08,"20201208_060500.WAV","YBBU",06:08:28,05:40:31,2020-12-08 06:29:30,2531.25,5,27.95,"Iole indica","Yellow-browed Bulbul",0.107121686439749,"MID","Weakly territorial",30.6,"Omnivore","winter"
"5024","IPTO04U",2020-12-13,"20201213_060500.WAV","GRJU",06:08:29,05:42:45,2020-12-13 06:31:54,1125,4,25.7333333333333,"Gallus sonneratii","Gray Junglefowl",-0.227564125346617,"GRD","Weakly territorial",840.8,"Omnivore","winter"
"5025","OLV110U",2020-12-01,"20201201_060500.WAV","CBSU",06:08:29,05:37:16,2020-12-01 06:25:57,4781.25,4,31.2166666666667,"Leptocoma minima","Crimson-backed Sunbird",-0.275952445388988,"CAN","Weakly territorial",4.9,"Nectarivore","winter"
"5026","UPMAP6B",2020-12-08,"20201208_060500.WAV","PTBA",06:08:29,05:40:42,2020-12-08 06:29:42,2531.25,6,27.7833333333333,"Pellorneum ruficeps","Puff-throated Babbler",0.0901612947069309,"GRD","Highly territorial",26,"Invertivore","winter"
"5027","INBS04R",2020-12-11,"20201211_060500.WAV","GRJU",06:08:31,05:41:59,2020-12-11 06:31:04,1218.75,6,26.5333333333333,"Gallus sonneratii","Gray Junglefowl",-0.227564125346617,"GRD","Weakly territorial",840.8,"Omnivore","winter"
"5028","INME03U",2020-12-14,"20201214_060500.WAV","WCBA",06:08:31,05:43:28,2020-12-14 06:32:37,1125,6,25.05,"Psilopogon viridis","White-cheeked Barbet",0.0745659242111165,"CAN","Weakly territorial",80.5,"Frugivore","winter"
"5029","PANMP2B",2020-12-16,"20201216_060500.WAV","IWEY",06:08:31,05:44:32,2020-12-16 06:33:44,3843.75,6,23.9833333333333,"Zosterops palpebrosus","Indian White-eye",-0.195169684868773,"MID","Weakly territorial",8.6,"Omnivore","winter"
"5030","IPTO04U",2020-12-13,"20201213_060500.WAV","GRCO",06:08:33,05:42:45,2020-12-13 06:31:54,375,4,25.8,"Centropus sinensis","Greater Coucal",0.202040385452947,"UND","Highly territorial",280.7,"Vertivore","winter"
"5031","VAR410R",2020-12-04,"20201204_060500.WAV","WCBA",06:08:34,05:38:41,2020-12-04 06:27:31,1218.75,5,29.8833333333333,"Psilopogon viridis","White-cheeked Barbet",0.0745659242111165,"CAN","Weakly territorial",80.5,"Frugivore","winter"
"5032","VAR310R",2020-12-06,"20201206_060500.WAV","BBFL",06:08:35,05:39:36,2020-12-06 06:28:31,8062.5,6,28.9833333333333,"Muscicapa muttui","Brown-breasted Flycatcher",0.161241317363324,"UND","Weakly territorial",12,"Invertivore","winter"
"5033","VAR310R",2020-12-06,"20201206_060500.WAV","SPPI",06:08:35,05:39:36,2020-12-06 06:28:31,8625,6,28.9833333333333,"Picumnus innominatus","Speckled Piculet",-0.0513761012893874,"CAN","Highly territorial",10.2,"Invertivore","winter"
"5034","UPMAP3B",2020-12-12,"20201212_060500.WAV","NIFP",06:08:38,05:42:38,2020-12-12 06:31:45,5625,7,26,"Dicaeum concolor","Nilgiri Flowerpecker",-0.206762406124997,"CAN","Non-territorial",6.2,"Omnivore","winter"
"5035","INME03R",2020-12-11,"20201211_060500.WAV","NIFP",06:08:39,05:41:58,2020-12-11 06:31:03,6937.5,7,26.6833333333333,"Dicaeum concolor","Nilgiri Flowerpecker",-0.206762406124997,"CAN","Non-territorial",6.2,"Omnivore","winter"
"5036","INME03U",2020-12-17,"20201217_060500.WAV","IWEY",06:08:39,05:44:56,2020-12-17 06:34:09,3937.5,6,23.7166666666667,"Zosterops palpebrosus","Indian White-eye",-0.195169684868773,"MID","Weakly territorial",8.6,"Omnivore","winter"
"5037","PANMP3B",2020-12-11,"20201211_060500.WAV","WCBA",06:08:39,05:42:04,2020-12-11 06:31:09,1125,6,26.5833333333333,"Psilopogon viridis","White-cheeked Barbet",0.0745659242111165,"CAN","Weakly territorial",80.5,"Frugivore","winter"
"5038","SEL107R",2020-12-04,"20201204_060500.WAV","SHMY",06:08:39,05:38:37,2020-12-04 06:27:27,2718.75,5,30.0333333333333,"Gracula indica","Southern Hill Myna",-0.0602970432454826,"CAN","Non-territorial",192,"Frugivore","winter"
"5039","SEL107U",2020-12-04,"20201204_060500.WAV","SHMY",06:08:39,05:38:38,2020-12-04 06:27:27,3375,5,30.0166666666667,"Gracula indica","Southern Hill Myna",-0.0602970432454826,"CAN","Non-territorial",192,"Frugivore","winter"
"5040","PANMP3B",2020-12-14,"20201214_060500.WAV","NIFP",06:08:42,05:43:33,2020-12-14 06:32:42,8437.5,6,25.15,"Dicaeum concolor","Nilgiri Flowerpecker",-0.206762406124997,"CAN","Non-territorial",6.2,"Omnivore","winter"
"5041","UPMAP1B",2020-12-09,"20201209_060500.WAV","SPPI",06:08:42,05:41:10,2020-12-09 06:30:12,8718.75,6,27.5333333333333,"Picumnus innominatus","Speckled Piculet",-0.0513761012893874,"CAN","Highly territorial",10.2,"Invertivore","winter"
"5042","UPMAP4B",2020-12-08,"20201208_060500.WAV","WCBA",06:08:42,05:40:42,2020-12-08 06:29:42,1125,8,28,"Psilopogon viridis","White-cheeked Barbet",0.0745659242111165,"CAN","Weakly territorial",80.5,"Frugivore","winter"
"5043","UPMAP3B",2020-12-10,"20201210_060500.WAV","SPPI",06:08:43,05:41:40,2020-12-10 06:30:43,9468.75,7,27.05,"Picumnus innominatus","Speckled Piculet",-0.0513761012893874,"CAN","Highly territorial",10.2,"Invertivore","winter"
"5044","INBS04U",2020-12-12,"20201212_060500.WAV","SHMY",06:08:47,05:42:28,2020-12-12 06:31:35,4781.25,4,26.3166666666667,"Gracula indica","Southern Hill Myna",-0.0602970432454826,"CAN","Non-territorial",192,"Frugivore","winter"
"5045","PANMP2B",2020-12-14,"20201214_060500.WAV","GRFL",06:08:47,05:43:33,2020-12-14 06:32:43,2156.25,6,25.2333333333333,"Chrysocolaptes guttacristatus","Greater Flameback",-0.0911206801501304,"CAN","Highly territorial",166,"Invertivore","winter"
"5046","OLV208R",2020-12-03,"20201203_060500.WAV","STBU",06:08:48,05:38:11,2020-12-03 06:26:57,2906.25,7,30.6166666666667,"Hypsipetes ganeesa","Square-tailed Bulbul",-0.0457137112381185,"CAN","Weakly territorial",51.8,"Frugivore","winter"
"5047","SEL207U",2020-12-05,"20201205_060500.WAV","IWEY",06:08:48,05:39:06,2020-12-05 06:27:58,4218.75,5,29.7,"Zosterops palpebrosus","Indian White-eye",-0.195169684868773,"MID","Weakly territorial",8.6,"Omnivore","winter"
"5048","INOA03R",2020-12-14,"20201214_060500.WAV","WCBA",06:08:51,05:43:27,2020-12-14 06:32:37,1218.75,5,25.4,"Psilopogon viridis","White-cheeked Barbet",0.0745659242111165,"CAN","Weakly territorial",80.5,"Frugivore","winter"
"5049","INOA03R",2020-12-14,"20201214_060500.WAV","GRJU",06:08:53,05:43:27,2020-12-14 06:32:37,1406.25,5,25.4333333333333,"Gallus sonneratii","Gray Junglefowl",-0.227564125346617,"GRD","Weakly territorial",840.8,"Omnivore","winter"
"5050","PANMP2B",2020-12-16,"20201216_060500.WAV","OHTH",06:08:53,05:44:32,2020-12-16 06:33:44,2437.5,6,24.35,"Geokichla citrina","Orange-headed Thrush",0.11323128969935,"GRD","Weakly territorial",53.3,"Omnivore","winter"
"5051","VAR310R",2020-12-01,"20201201_060500.WAV","YBBU",06:08:53,05:37:18,2020-12-01 06:25:59,1968.75,6,31.5833333333333,"Iole indica","Yellow-browed Bulbul",0.107121686439749,"MID","Weakly territorial",30.6,"Omnivore","winter"
"5052","OLV208R",2020-12-03,"20201203_060500.WAV","SPPI",06:08:54,05:38:11,2020-12-03 06:26:57,9375,7,30.7166666666667,"Picumnus innominatus","Speckled Piculet",-0.0513761012893874,"CAN","Highly territorial",10.2,"Invertivore","winter"
"5053","PANMP1B",2020-12-16,"20201216_060500.WAV","BNMO",06:08:54,05:44:31,2020-12-16 06:33:43,3468.75,5,24.3833333333333,"Hypothymis azurea","Black-naped Monarch",0.0998052336804932,"MID","Weakly territorial",11.1,"Invertivore","winter"
"5054","HP4008U",2020-12-13,"20201213_060500.WAV","BCFU",06:08:55,05:42:47,2020-12-13 06:31:55,2812.5,3,26.1333333333333,"Alcippe poioicephala","Brown-cheeked Fulvetta",-0.0355518522218901,"MID","Highly territorial",20.7,"Invertivore","winter"
"5055","IPTO06U",2020-12-14,"20201214_060500.WAV","IWEY",06:08:56,05:43:14,2020-12-14 06:32:24,3468.75,3,25.7,"Zosterops palpebrosus","Indian White-eye",-0.195169684868773,"MID","Weakly territorial",8.6,"Omnivore","winter"
"5056","UPMAP1B",2020-12-09,"20201209_060500.WAV","CBSU",06:08:56,05:41:10,2020-12-09 06:30:12,6750,6,27.7666666666667,"Leptocoma minima","Crimson-backed Sunbird",-0.275952445388988,"CAN","Weakly territorial",4.9,"Nectarivore","winter"
"5057","INOA03R",2020-12-14,"20201214_060500.WAV","WTKI",06:08:57,05:43:27,2020-12-14 06:32:37,2250,5,25.5,"Halcyon smyrnensis","White-throated Kingfisher",0.239564268249285,"AQU","Weakly territorial",91.4,"Omnivore","winter"
"5058","HP37P2B",2020-12-13,"20201213_060500.WAV","WCBA",06:08:58,05:42:46,2020-12-13 06:31:55,1125,8,26.2,"Psilopogon viridis","White-cheeked Barbet",0.0745659242111165,"CAN","Weakly territorial",80.5,"Frugivore","winter"
"5059","SEL107R",2020-12-04,"20201204_060500.WAV","WCBA",06:09:00,05:38:37,2020-12-04 06:27:27,1218.75,5,30.3833333333333,"Psilopogon viridis","White-cheeked Barbet",0.0745659242111165,"CAN","Weakly territorial",80.5,"Frugivore","winter"
"5060","HP36P4B",2020-12-16,"20201216_061000.WAV","BCFU",06:10:00,05:44:14,2020-12-16 06:33:26,2906.25,8,25.7666666666667,"Alcippe poioicephala","Brown-cheeked Fulvetta",-0.0355518522218901,"MID","Highly territorial",20.7,"Invertivore","winter"
"5061","INBS04R",2020-12-14,"20201214_061000.WAV","WCBA",06:10:00,05:43:27,2020-12-14 06:32:37,1125,6,26.55,"Psilopogon viridis","White-cheeked Barbet",0.0745659242111165,"CAN","Weakly territorial",80.5,"Frugivore","winter"
"5062","INME03R",2020-12-17,"20201217_061000.WAV","MWTH",06:10:00,05:44:54,2020-12-17 06:34:07,5531.25,7,25.1,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","winter"
"5063","SEL107U",2020-12-02,"20201202_061000.WAV","CBSU",06:10:00,05:37:42,2020-12-02 06:26:26,7875,5,32.3,"Leptocoma minima","Crimson-backed Sunbird",-0.275952445388988,"CAN","Weakly territorial",4.9,"Nectarivore","winter"
"5064","UPMAP6B",2020-12-08,"20201208_061000.WAV","BBFL",06:10:00,05:40:42,2020-12-08 06:29:42,8437.5,6,29.3,"Muscicapa muttui","Brown-breasted Flycatcher",0.161241317363324,"UND","Weakly territorial",12,"Invertivore","winter"
"5065","VAR310U",2020-12-01,"20201201_061000.WAV","GRJU",06:10:00,05:37:20,2020-12-01 06:26:01,1406.25,3,32.6666666666667,"Gallus sonneratii","Gray Junglefowl",-0.227564125346617,"GRD","Weakly territorial",840.8,"Omnivore","winter"
"5066","VAR410U",2020-12-01,"20201201_061000.WAV","OHTH",06:10:00,05:37:19,2020-12-01 06:26:00,2437.5,6,32.6833333333333,"Geokichla citrina","Orange-headed Thrush",0.11323128969935,"GRD","Weakly territorial",53.3,"Omnivore","winter"
"5067","HP36P1B",2020-12-19,"20201219_061000.WAV","MWTH",06:10:00,05:45:41,2020-12-19 06:34:56,1593.75,8,24.3166666666667,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","winter"
"5068","SEL207R",2020-12-04,"20201204_061000.WAV","ISBA",06:10:01,05:38:38,2020-12-04 06:27:28,937.5,4,31.3833333333333,"Pomatorhinus horsfieldii","Indian Scimitar-Babbler",-0.137206404543351,"UND","Highly territorial",43,"Invertivore","winter"
"5069","SEL207U",2020-12-07,"20201207_061000.WAV","STWO",06:10:01,05:40:03,2020-12-07 06:29:00,3468.75,5,29.9666666666667,"Picus xanthopygaeus","Streak-throated Woodpecker",-0.117386165628064,"MID","Weakly territorial",99.7,"Invertivore","winter"
"5070","HP4008U",2020-12-13,"20201213_061000.WAV","WCBA",06:10:02,05:42:47,2020-12-13 06:31:55,1218.75,3,27.25,"Psilopogon viridis","White-cheeked Barbet",0.0745659242111165,"CAN","Weakly territorial",80.5,"Frugivore","winter"
"5071","INOA03R",2020-12-17,"20201217_061000.WAV","IWEY",06:10:02,05:44:55,2020-12-17 06:34:08,3562.5,5,25.1166666666667,"Zosterops palpebrosus","Indian White-eye",-0.195169684868773,"MID","Weakly territorial",8.6,"Omnivore","winter"
"5072","OLCAP2B",2020-12-12,"20201212_061000.WAV","NIFP",06:10:02,05:42:22,2020-12-12 06:31:29,9000,7,27.6666666666667,"Dicaeum concolor","Nilgiri Flowerpecker",-0.206762406124997,"CAN","Non-territorial",6.2,"Omnivore","winter"
"5073","THEN10U",2020-12-01,"20201201_061000.WAV","YBBU",06:10:02,05:37:15,2020-12-01 06:25:56,2625,5,32.7833333333333,"Iole indica","Yellow-browed Bulbul",0.107121686439749,"MID","Weakly territorial",30.6,"Omnivore","winter"
"5074","VAR410U",2020-12-01,"20201201_061000.WAV","GRJU",06:10:02,05:37:19,2020-12-01 06:26:00,1312.5,6,32.7166666666667,"Gallus sonneratii","Gray Junglefowl",-0.227564125346617,"GRD","Weakly territorial",840.8,"Omnivore","winter"
"5075","PANMP2B",2020-12-16,"20201216_061000.WAV","MWTH",06:10:03,05:44:32,2020-12-16 06:33:44,5718.75,6,25.5166666666667,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","winter"
"5076","UPMAP6B",2020-12-05,"20201205_061000.WAV","IWEY",06:10:03,05:39:17,2020-12-05 06:28:09,3281.25,6,30.7666666666667,"Zosterops palpebrosus","Indian White-eye",-0.195169684868773,"MID","Weakly territorial",8.6,"Omnivore","winter"
"5077","PANMP1B",2020-12-16,"20201216_061000.WAV","IWEY",06:10:05,05:44:31,2020-12-16 06:33:43,3937.5,5,25.5666666666667,"Zosterops palpebrosus","Indian White-eye",-0.195169684868773,"MID","Weakly territorial",8.6,"Omnivore","winter"
"5078","THEN10U",2020-12-01,"20201201_061000.WAV","CBSU",06:10:05,05:37:15,2020-12-01 06:25:56,5625,5,32.8333333333333,"Leptocoma minima","Crimson-backed Sunbird",-0.275952445388988,"CAN","Weakly territorial",4.9,"Nectarivore","winter"
"5079","HP36P1B",2020-12-15,"20201215_061000.WAV","IWEY",06:10:05,05:43:43,2020-12-15 06:32:55,3656.25,8,26.3666666666667,"Zosterops palpebrosus","Indian White-eye",-0.195169684868773,"MID","Weakly territorial",8.6,"Omnivore","winter"
"5080","HP36P4B",2020-12-13,"20201213_061000.WAV","SPPI",06:10:06,05:42:45,2020-12-13 06:31:54,9093.75,8,27.35,"Picumnus innominatus","Speckled Piculet",-0.0513761012893874,"CAN","Highly territorial",10.2,"Invertivore","winter"
"5081","INBS04R",2020-12-17,"20201217_061000.WAV","IWEY",06:10:06,05:44:55,2020-12-17 06:34:08,3093.75,6,25.1833333333333,"Zosterops palpebrosus","Indian White-eye",-0.195169684868773,"MID","Weakly territorial",8.6,"Omnivore","winter"
"5082","SEL207R",2020-12-04,"20201204_061000.WAV","WCBA",06:10:06,05:38:38,2020-12-04 06:27:28,1218.75,4,31.4666666666667,"Psilopogon viridis","White-cheeked Barbet",0.0745659242111165,"CAN","Weakly territorial",80.5,"Frugivore","winter"
"5083","VAR410U",2020-12-06,"20201206_061000.WAV","SHMY",06:10:06,05:39:38,2020-12-06 06:28:33,4593.75,6,30.4666666666667,"Gracula indica","Southern Hill Myna",-0.0602970432454826,"CAN","Non-territorial",192,"Frugivore","winter"
"5084","UPMAP4B",2020-12-06,"20201206_061000.WAV","IWEY",06:10:07,05:39:45,2020-12-06 06:28:40,3375,8,30.3666666666667,"Zosterops palpebrosus","Indian White-eye",-0.195169684868773,"MID","Weakly territorial",8.6,"Omnivore","winter"
"5085","UPMAP6B",2020-12-02,"20201202_061000.WAV","WBBF",06:10:07,05:37:54,2020-12-02 06:26:37,4500,6,32.2166666666667,"Cyornis pallidipes","White-bellied Blue Flycatcher",0.127786668799846,"UND","Weakly territorial",19,"Invertivore","winter"
"5086","VAR410U",2021-01-07,"20210107_061000.WAV","MWTH",06:10:07,05:54:19,2021-01-07 06:43:11,1781.25,6,15.8,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","winter"
"5087","UPMAP4B",2020-12-08,"20201208_061000.WAV","BAOF",06:10:08,05:40:42,2020-12-08 06:29:42,7875,8,29.4333333333333,"Ficedula nigrorufa","Black-and-orange Flycatcher",0.15660845437625,"UND","Highly territorial",9.4,"Invertivore","winter"
"5088","INOA03R",2020-12-17,"20201217_061000.WAV","WCBA",06:10:09,05:44:55,2020-12-17 06:34:08,1218.75,5,25.2333333333333,"Psilopogon viridis","White-cheeked Barbet",0.0745659242111165,"CAN","Weakly territorial",80.5,"Frugivore","winter"
"5089","IPTO04R",2020-12-12,"20201212_061000.WAV","GRFL",06:10:09,05:42:15,2020-12-12 06:31:22,3750,3,27.9,"Chrysocolaptes guttacristatus","Greater Flameback",-0.0911206801501304,"CAN","Highly territorial",166,"Invertivore","winter"
"5090","UPMAP4B",2020-12-12,"20201212_061000.WAV","ISBA",06:10:09,05:42:39,2020-12-12 06:31:46,1218.75,8,27.5,"Pomatorhinus horsfieldii","Indian Scimitar-Babbler",-0.137206404543351,"UND","Highly territorial",43,"Invertivore","winter"
"5091","INME03R",2020-12-17,"20201217_061000.WAV","IWEY",06:10:10,05:44:54,2020-12-17 06:34:07,3843.75,7,25.2666666666667,"Zosterops palpebrosus","Indian White-eye",-0.195169684868773,"MID","Weakly territorial",8.6,"Omnivore","winter"
"5092","SEL107R",2020-12-08,"20201208_061000.WAV","GRJU",06:10:10,05:40:31,2020-12-08 06:29:30,1312.5,5,29.65,"Gallus sonneratii","Gray Junglefowl",-0.227564125346617,"GRD","Weakly territorial",840.8,"Omnivore","winter"
"5093","INOA03R",2020-12-14,"20201214_061000.WAV","SHMY",06:10:12,05:43:27,2020-12-14 06:32:37,2718.75,5,26.75,"Gracula indica","Southern Hill Myna",-0.0602970432454826,"CAN","Non-territorial",192,"Frugivore","winter"
"5094","HP4008R",2020-12-13,"20201213_061000.WAV","CBSU",06:10:13,05:42:46,2020-12-13 06:31:54,5906.25,5,27.45,"Leptocoma minima","Crimson-backed Sunbird",-0.275952445388988,"CAN","Weakly territorial",4.9,"Nectarivore","winter"
"5095","SEL107U",2020-12-07,"20201207_061000.WAV","RWBU",06:10:14,05:40:02,2020-12-07 06:28:59,2906.25,5,30.2,"Pycnonotus jocosus","Red-whiskered Bulbul",-0.0354682937927485,"MID","Weakly territorial",29.5,"Omnivore","winter"
"5096","VAR410R",2020-12-01,"20201201_061000.WAV","GRJU",06:10:14,05:37:19,2020-12-01 06:26:00,1125,5,32.9166666666667,"Gallus sonneratii","Gray Junglefowl",-0.227564125346617,"GRD","Weakly territorial",840.8,"Omnivore","winter"
"5097","HP36P4B",2020-12-13,"20201213_061000.WAV","WBBF",06:10:15,05:42:45,2020-12-13 06:31:54,6000,8,27.5,"Cyornis pallidipes","White-bellied Blue Flycatcher",0.127786668799846,"UND","Weakly territorial",19,"Invertivore","winter"
"5098","SEL107U",2020-12-07,"20201207_061000.WAV","OHTH",06:10:15,05:40:02,2020-12-07 06:28:59,3000,5,30.2166666666667,"Geokichla citrina","Orange-headed Thrush",0.11323128969935,"GRD","Weakly territorial",53.3,"Omnivore","winter"
"5099","INME03U",2020-12-14,"20201214_061000.WAV","SHMY",06:10:16,05:43:28,2020-12-14 06:32:37,3937.5,6,26.8,"Gracula indica","Southern Hill Myna",-0.0602970432454826,"CAN","Non-territorial",192,"Frugivore","winter"
"5100","HP37P1B",2020-12-13,"20201213_061000.WAV","WCBA",06:10:17,05:42:46,2020-12-13 06:31:55,1125,7,27.5166666666667,"Psilopogon viridis","White-cheeked Barbet",0.0745659242111165,"CAN","Weakly territorial",80.5,"Frugivore","winter"
"5101","VAR410R",2020-12-04,"20201204_061000.WAV","YBBU",06:10:17,05:38:41,2020-12-04 06:27:31,2250,5,31.6,"Iole indica","Yellow-browed Bulbul",0.107121686439749,"MID","Weakly territorial",30.6,"Omnivore","winter"
"5102","HP37P2B",2020-12-13,"20201213_061000.WAV","IBRO",06:10:18,05:42:46,2020-12-13 06:31:55,6093.75,8,27.5333333333333,"Larvivora brunnea","Indian Blue Robin",-0.127181874235415,"UND","Non-territorial",17.5,"Invertivore","winter"
"5103","INBS04R",2020-12-14,"20201214_061000.WAV","YBBU",06:10:18,05:43:27,2020-12-14 06:32:37,2437.5,6,26.85,"Iole indica","Yellow-browed Bulbul",0.107121686439749,"MID","Weakly territorial",30.6,"Omnivore","winter"
"5104","HP4008U",2020-12-14,"20201214_061000.WAV","ASDR",06:10:19,05:43:16,2020-12-14 06:32:26,4968.75,3,27.05,"Dicrurus leucophaeus","Ashy Drongo",0.188423297727862,"CAN","Highly territorial",37.6,"Invertivore","winter"
"5105","INOA03R",2020-12-17,"20201217_061000.WAV","INPI",06:10:20,05:44:55,2020-12-17 06:34:08,2343.75,5,25.4166666666667,"Pitta brachyura","Indian Pitta",0.225576116147232,"GRD","Weakly territorial",55.5,"Invertivore","winter"
"5106","OLCAP2B",2020-12-12,"20201212_061000.WAV","VFNU",06:10:20,05:42:22,2020-12-12 06:31:29,6281.25,7,27.9666666666667,"Sitta frontalis","Velvet-fronted Nuthatch",-0.208269971485303,"MID","Weakly territorial",16.5,"Invertivore","winter"
"5107","PANMP1B",2020-12-16,"20201216_061000.WAV","GRTD",06:10:20,05:44:31,2020-12-16 06:33:43,1968.75,5,25.8166666666667,"Dicrurus paradiseus","Greater Racket-tailed Drongo",0.126821091981418,"CAN","Highly territorial",85.8,"Invertivore","winter"
"5108","SEL107U",2020-12-02,"20201202_061000.WAV","NIFP",06:10:22,05:37:42,2020-12-02 06:26:26,6468.75,5,32.6666666666667,"Dicaeum concolor","Nilgiri Flowerpecker",-0.206762406124997,"CAN","Non-territorial",6.2,"Omnivore","winter"
"5109","OLCAP2B",2020-12-12,"20201212_061000.WAV","AFBL",06:10:23,05:42:22,2020-12-12 06:31:29,3187.5,7,28.0166666666667,"Irena puella","Asian Fairy-bluebird",0.0829870439781862,"CAN","Weakly territorial",64.9,"Frugivore","winter"
"5110","UPMAP3B",2020-12-12,"20201212_061000.WAV","WCBA",06:10:23,05:42:38,2020-12-12 06:31:45,1218.75,7,27.75,"Psilopogon viridis","White-cheeked Barbet",0.0745659242111165,"CAN","Weakly territorial",80.5,"Frugivore","winter"
