"","site_id","date","filename","species","begin_clock_time_hms","nauticalDawn","sunrise","peak_freq","vert_strat","relative_onset_times","scientific_name","common_name","ebird_residuals","foraging_habit","territoriality","mass","trophic_niche","season"
"1","INBS04U",2020-05-07,"20200507_053000.WAV","MWTH",05:30:00,05:16:01,2020-05-07 06:03:54,1781.25,4,13.9833333333333,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"2","INME03R",2020-05-08,"20200508_053000.WAV","MWTH",05:30:00,05:15:39,2020-05-08 06:03:38,1312.5,7,14.35,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"3","INME03U",2020-05-02,"20200502_053000.WAV","MWTH",05:30:00,05:17:57,2020-05-02 06:05:26,1406.25,6,12.05,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"4","OLCAP2B",2020-05-03,"20200503_053000.WAV","WBBF",05:30:00,05:17:16,2020-05-03 06:04:51,1687.5,7,12.7333333333333,"Cyornis pallidipes","White-bellied Blue Flycatcher",0.127786668799846,"UND","Weakly territorial",19,"Invertivore","summer"
"5","OLCAP2B",2020-05-10,"20200510_053000.WAV","MWTH",05:30:00,05:14:45,2020-05-10 06:02:54,1218.75,7,15.25,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"6","OLCAP3B",2020-05-10,"20200510_053000.WAV","MWTH",05:30:00,05:14:45,2020-05-10 06:02:53,1218.75,7,15.25,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"7","OLV208R",2020-03-27,"20200327_053000.WAV","CHCU",05:30:00,05:37:56,2020-03-27 06:23:27,2062.5,7,-7.93333333333333,"Hierococcyx varius","Common Hawk-Cuckoo",0.126382036256765,"CAN","Non-territorial",103,"Invertivore","summer"
"8","OLV208U",2020-05-08,"20200508_053000.WAV","MWTH",05:30:00,05:15:35,2020-05-08 06:03:33,1593.75,5,14.4166666666667,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"9","SEL107U",2020-03-07,"20200307_053000.WAV","MWTH",05:30:00,05:49:35,2020-03-07 06:35:07,1500,5,-19.5833333333333,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"10","STIN02R",2020-05-02,"20200502_053000.WAV","MWTH",05:30:00,05:17:54,2020-05-02 06:05:24,1781.25,5,12.1,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"11","THEN10U",2020-05-05,"20200505_053000.WAV","CHCU",05:30:00,05:16:39,2020-05-05 06:04:23,2156.25,5,13.35,"Hierococcyx varius","Common Hawk-Cuckoo",0.126382036256765,"CAN","Non-territorial",103,"Invertivore","summer"
"12","VAR310U",2020-03-19,"20200319_053000.WAV","CHCU",05:30:00,05:42:55,2020-03-19 06:28:20,1687.5,3,-12.9166666666667,"Hierococcyx varius","Common Hawk-Cuckoo",0.126382036256765,"CAN","Non-territorial",103,"Invertivore","summer"
"13","OLV110R",2020-05-07,"20200507_053000.WAV","CHCU",05:30:01,05:15:57,2020-05-07 06:03:51,1781.25,8,14.0666666666667,"Hierococcyx varius","Common Hawk-Cuckoo",0.126382036256765,"CAN","Non-territorial",103,"Invertivore","summer"
"14","OLV110U",2020-05-05,"20200505_053000.WAV","CHCU",05:30:01,05:16:40,2020-05-05 06:04:24,2062.5,4,13.35,"Hierococcyx varius","Common Hawk-Cuckoo",0.126382036256765,"CAN","Non-territorial",103,"Invertivore","summer"
"15","STIN02U",2020-03-11,"20200311_053000.WAV","MWTH",05:30:01,05:47:28,2020-03-11 06:32:55,1687.5,4,-17.45,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"16","THEN10U",2020-05-05,"20200505_053000.WAV","MWTH",05:30:01,05:16:39,2020-05-05 06:04:23,1781.25,5,13.3666666666667,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"17","OLV110U",2020-05-07,"20200507_053000.WAV","MWTH",05:30:02,05:15:56,2020-05-07 06:03:50,1875,4,14.1,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"18","OLV208R",2020-05-05,"20200505_053000.WAV","MWTH",05:30:02,05:16:41,2020-05-05 06:04:25,1781.25,7,13.35,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"19","INOA03R",2020-05-02,"20200502_053000.WAV","MWTH",05:30:03,05:17:56,2020-05-02 06:05:26,1218.75,5,12.1166666666667,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"20","OLV208U",2020-03-25,"20200325_053000.WAV","INPE",05:30:03,05:39:10,2020-03-25 06:24:38,1125,5,-9.11666666666667,"Pavo cristatus","Indian Peafowl",-0.215199045094871,"GRD","Non-territorial",4154.8,"Omnivore","summer"
"21","SEL207U",2020-03-07,"20200307_053000.WAV","SHMY",05:30:03,05:49:36,2020-03-07 06:35:07,4593.75,5,-19.55,"Gracula indica","Southern Hill Myna",-0.0602970432454826,"CAN","Non-territorial",192,"Frugivore","summer"
"22","STIN02R",2020-03-11,"20200311_053000.WAV","MWTH",05:30:03,05:47:29,2020-03-11 06:32:56,1593.75,5,-17.4333333333333,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"23","SEL207U",2020-05-02,"20200502_053000.WAV","MWTH",05:30:04,05:17:53,2020-05-02 06:05:23,1593.75,5,12.1833333333333,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"24","VAR210R",2020-05-05,"20200505_053000.WAV","MWTH",05:30:04,05:16:41,2020-05-05 06:04:26,1875,7,13.3833333333333,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"25","STIN02U",2020-05-09,"20200509_053000.WAV","MWTH",05:30:05,05:15:18,2020-05-09 06:03:21,1875,4,14.7833333333333,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"26","IPTO04R",2020-05-10,"20200510_053000.WAV","MWTH",05:30:06,05:14:42,2020-05-10 06:02:50,1968.75,3,15.4,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"27","OLCAP2B",2020-05-03,"20200503_053000.WAV","BNMO",05:30:08,05:17:16,2020-05-03 06:04:51,2531.25,7,12.8666666666667,"Hypothymis azurea","Black-naped Monarch",0.0998052336804932,"MID","Weakly territorial",11.1,"Invertivore","summer"
"28","STIN02U",2020-05-02,"20200502_053000.WAV","MWTH",05:30:08,05:17:54,2020-05-02 06:05:24,1968.75,4,12.2333333333333,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"29","OLV110U",2020-05-05,"20200505_053000.WAV","MWTH",05:30:09,05:16:40,2020-05-05 06:04:24,1968.75,4,13.4833333333333,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"30","OLCAP2B",2020-05-10,"20200510_053000.WAV","WBBF",05:30:10,05:14:45,2020-05-10 06:02:54,4875,7,15.4166666666667,"Cyornis pallidipes","White-bellied Blue Flycatcher",0.127786668799846,"UND","Weakly territorial",19,"Invertivore","summer"
"31","OLV110U",2020-05-07,"20200507_053000.WAV","CHCU",05:30:10,05:15:56,2020-05-07 06:03:50,1781.25,4,14.2333333333333,"Hierococcyx varius","Common Hawk-Cuckoo",0.126382036256765,"CAN","Non-territorial",103,"Invertivore","summer"
"32","VAR410R",2020-03-19,"20200319_053000.WAV","BNMO",05:30:10,05:42:54,2020-03-19 06:28:19,3468.75,5,-12.7333333333333,"Hypothymis azurea","Black-naped Monarch",0.0998052336804932,"MID","Weakly territorial",11.1,"Invertivore","summer"
"33","SEL107U",2020-05-04,"20200504_053000.WAV","MWTH",05:30:11,05:17:05,2020-05-04 06:04:44,1500,5,13.1,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"34","SEL207U",2020-03-07,"20200307_053000.WAV","COTA",05:30:11,05:49:36,2020-03-07 06:35:07,2718.75,5,-19.4166666666667,"Orthotomus sutorius","Common Tailorbird",-0.0612010871590927,"UND","Highly territorial",7.5,"Invertivore","summer"
"35","OLV208U",2020-03-25,"20200325_053000.WAV","CHCU",05:30:16,05:39:10,2020-03-25 06:24:38,1781.25,5,-8.9,"Hierococcyx varius","Common Hawk-Cuckoo",0.126382036256765,"CAN","Non-territorial",103,"Invertivore","summer"
"36","VAR310R",2020-03-12,"20200312_053000.WAV","CHCU",05:30:18,05:46:56,2020-03-12 06:32:23,1687.5,6,-16.6333333333333,"Hierococcyx varius","Common Hawk-Cuckoo",0.126382036256765,"CAN","Non-territorial",103,"Invertivore","summer"
"37","VAR310U",2020-03-19,"20200319_053000.WAV","COTA",05:30:19,05:42:55,2020-03-19 06:28:20,3375,3,-12.6,"Orthotomus sutorius","Common Tailorbird",-0.0612010871590927,"UND","Highly territorial",7.5,"Invertivore","summer"
"38","HP36P1B",2020-03-11,"20200311_053000.WAV","MABA",05:30:21,05:47:13,2020-03-11 06:32:40,1125,8,-16.8666666666667,"Psilopogon malabaricus","Malabar Barbet",-0.247582268185197,"CAN","Weakly territorial",37.6,"Frugivore","summer"
"39","OLCAP3B",2020-05-03,"20200503_053000.WAV","MWTH",05:30:21,05:17:16,2020-05-03 06:04:51,1875,7,13.0833333333333,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"40","VAR310R",2020-05-05,"20200505_053000.WAV","MWTH",05:30:21,05:16:42,2020-05-05 06:04:26,1781.25,6,13.65,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"41","INME03R",2020-03-14,"20200314_053000.WAV","MWTH",05:30:22,05:45:48,2020-03-14 06:31:13,1593.75,7,-15.4333333333333,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"42","SEL207U",2020-05-02,"20200502_053000.WAV","GRJU",05:30:22,05:17:53,2020-05-02 06:05:23,1406.25,5,12.4833333333333,"Gallus sonneratii","Gray Junglefowl",-0.227564125346617,"GRD","Weakly territorial",840.8,"Omnivore","summer"
"43","VAR410U",2020-03-18,"20200318_053000.WAV","INPE",05:30:22,05:43:31,2020-03-18 06:28:55,1218.75,6,-13.15,"Pavo cristatus","Indian Peafowl",-0.215199045094871,"GRD","Non-territorial",4154.8,"Omnivore","summer"
"44","HP4008R",2020-03-11,"20200311_053000.WAV","STBU",05:30:23,05:47:14,2020-03-11 06:32:41,3656.25,5,-16.85,"Hypsipetes ganeesa","Square-tailed Bulbul",-0.0457137112381185,"CAN","Weakly territorial",51.8,"Frugivore","summer"
"45","PANMP1B",2020-03-14,"20200314_053000.WAV","GRTD",05:30:23,05:45:57,2020-03-14 06:31:22,2343.75,5,-15.5666666666667,"Dicrurus paradiseus","Greater Racket-tailed Drongo",0.126821091981418,"CAN","Highly territorial",85.8,"Invertivore","summer"
"46","SEL207R",2020-03-07,"20200307_053000.WAV","MWTH",05:30:23,05:49:36,2020-03-07 06:35:07,1500,4,-19.2166666666667,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"47","SEL207U",2020-03-07,"20200307_053000.WAV","MWTH",05:30:23,05:49:36,2020-03-07 06:35:07,1500,5,-19.2166666666667,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"48","VAR410U",2020-05-06,"20200506_053000.WAV","MWTH",05:30:23,05:16:22,2020-05-06 06:04:11,1687.5,6,14.0166666666667,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"49","INME03R",2020-05-02,"20200502_053000.WAV","MWTH",05:30:24,05:17:55,2020-05-02 06:05:25,5625,7,12.4833333333333,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"50","SEL207U",2020-03-13,"20200313_053000.WAV","CHCU",05:30:24,05:46:22,2020-03-13 06:31:47,1968.75,5,-15.9666666666667,"Hierococcyx varius","Common Hawk-Cuckoo",0.126382036256765,"CAN","Non-territorial",103,"Invertivore","summer"
"51","VAR210R",2020-03-18,"20200318_053000.WAV","MWTH",05:30:24,05:43:28,2020-03-18 06:28:53,1687.5,7,-13.0666666666667,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"52","VAR410U",2020-05-06,"20200506_053000.WAV","GRTD",05:30:24,05:16:22,2020-05-06 06:04:11,1593.75,6,14.0333333333333,"Dicrurus paradiseus","Greater Racket-tailed Drongo",0.126821091981418,"CAN","Highly territorial",85.8,"Invertivore","summer"
"53","OLV110R",2020-05-07,"20200507_053000.WAV","MWTH",05:30:25,05:15:57,2020-05-07 06:03:51,1781.25,8,14.4666666666667,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"54","OLV110R",2020-05-05,"20200505_053000.WAV","MWTH",05:30:26,05:16:41,2020-05-05 06:04:25,1687.5,8,13.75,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"55","VAR310U",2020-05-05,"20200505_053000.WAV","INPE",05:30:27,05:16:44,2020-05-05 06:04:29,1406.25,3,13.7166666666667,"Pavo cristatus","Indian Peafowl",-0.215199045094871,"GRD","Non-territorial",4154.8,"Omnivore","summer"
"56","OLV110R",2020-05-05,"20200505_053000.WAV","INPE",05:30:28,05:16:41,2020-05-05 06:04:25,1218.75,8,13.7833333333333,"Pavo cristatus","Indian Peafowl",-0.215199045094871,"GRD","Non-territorial",4154.8,"Omnivore","summer"
"57","VAR410R",2020-05-06,"20200506_053000.WAV","CHCU",05:30:29,05:16:22,2020-05-06 06:04:11,1312.5,5,14.1166666666667,"Hierococcyx varius","Common Hawk-Cuckoo",0.126382036256765,"CAN","Non-territorial",103,"Invertivore","summer"
"58","OLV208R",2020-05-05,"20200505_053000.WAV","INPE",05:30:31,05:16:41,2020-05-05 06:04:25,1312.5,7,13.8333333333333,"Pavo cristatus","Indian Peafowl",-0.215199045094871,"GRD","Non-territorial",4154.8,"Omnivore","summer"
"59","SEL107R",2020-05-04,"20200504_053000.WAV","MWTH",05:30:31,05:17:04,2020-05-04 06:04:44,1687.5,5,13.45,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"60","STIN02R",2020-05-06,"20200506_053000.WAV","MWTH",05:30:32,05:16:21,2020-05-06 06:04:10,1875,5,14.1833333333333,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"61","UPMAP4B",2020-03-28,"20200328_053000.WAV","INPE",05:30:33,05:37:29,2020-03-28 06:23:01,1593.75,8,-6.93333333333333,"Pavo cristatus","Indian Peafowl",-0.215199045094871,"GRD","Non-territorial",4154.8,"Omnivore","summer"
"62","UPMAP1B",2020-03-28,"20200328_053000.WAV","INPE",05:30:34,05:37:28,2020-03-28 06:23:00,1500,6,-6.9,"Pavo cristatus","Indian Peafowl",-0.215199045094871,"GRD","Non-territorial",4154.8,"Omnivore","summer"
"63","OLV110R",2020-05-07,"20200507_053000.WAV","INPE",05:30:37,05:15:57,2020-05-07 06:03:51,1687.5,8,14.6666666666667,"Pavo cristatus","Indian Peafowl",-0.215199045094871,"GRD","Non-territorial",4154.8,"Omnivore","summer"
"64","OLV208R",2020-03-27,"20200327_053000.WAV","INPE",05:30:39,05:37:56,2020-03-27 06:23:27,1125,7,-7.28333333333333,"Pavo cristatus","Indian Peafowl",-0.215199045094871,"GRD","Non-territorial",4154.8,"Omnivore","summer"
"65","VAR310U",2020-03-12,"20200312_053000.WAV","CHCU",05:30:41,05:46:59,2020-03-12 06:32:25,1406.25,3,-16.3,"Hierococcyx varius","Common Hawk-Cuckoo",0.126382036256765,"CAN","Non-territorial",103,"Invertivore","summer"
"66","THEN10U",2020-03-26,"20200326_053000.WAV","MWTH",05:30:42,05:38:32,2020-03-26 06:24:02,1687.5,5,-7.83333333333333,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"67","VAR410R",2020-05-06,"20200506_053000.WAV","RWBU",05:30:43,05:16:22,2020-05-06 06:04:11,3187.5,5,14.35,"Pycnonotus jocosus","Red-whiskered Bulbul",-0.0354682937927485,"MID","Weakly territorial",29.5,"Omnivore","summer"
"68","PANMP1B",2020-03-17,"20200317_053000.WAV","GRJU",05:30:44,05:44:13,2020-03-17 06:29:37,1312.5,5,-13.4833333333333,"Gallus sonneratii","Gray Junglefowl",-0.227564125346617,"GRD","Weakly territorial",840.8,"Omnivore","summer"
"69","VAR410R",2020-03-12,"20200312_053000.WAV","CHCU",05:30:45,05:46:58,2020-03-12 06:32:24,1312.5,5,-16.2166666666667,"Hierococcyx varius","Common Hawk-Cuckoo",0.126382036256765,"CAN","Non-territorial",103,"Invertivore","summer"
"70","PANMP2B",2020-03-17,"20200317_053000.WAV","GRJU",05:30:46,05:44:13,2020-03-17 06:29:37,1312.5,6,-13.45,"Gallus sonneratii","Gray Junglefowl",-0.227564125346617,"GRD","Weakly territorial",840.8,"Omnivore","summer"
"71","VAR410R",2020-05-06,"20200506_053000.WAV","MWTH",05:30:46,05:16:22,2020-05-06 06:04:11,1218.75,5,14.4,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"72","VAR310R",2020-05-05,"20200505_053000.WAV","CHCU",05:30:47,05:16:42,2020-05-05 06:04:26,1968.75,6,14.0833333333333,"Hierococcyx varius","Common Hawk-Cuckoo",0.126382036256765,"CAN","Non-territorial",103,"Invertivore","summer"
"73","HP37P2B",2020-03-12,"20200312_053000.WAV","SHMY",05:30:49,05:46:41,2020-03-12 06:32:08,2437.5,8,-15.8666666666667,"Gracula indica","Southern Hill Myna",-0.0602970432454826,"CAN","Non-territorial",192,"Frugivore","summer"
"74","INBS04U",2020-03-24,"20200324_053000.WAV","MWTH",05:30:49,05:39:50,2020-03-24 06:25:18,1687.5,4,-9.01666666666667,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"75","IPTO04R",2020-05-03,"20200503_053000.WAV","INPE",05:30:50,05:17:13,2020-05-03 06:04:48,1500,3,13.6166666666667,"Pavo cristatus","Indian Peafowl",-0.215199045094871,"GRD","Non-territorial",4154.8,"Omnivore","summer"
"76","OLV110R",2020-05-07,"20200507_053000.WAV","RESP",05:30:58,05:15:57,2020-05-07 06:03:51,1125,8,15.0166666666667,"Galloperdix spadicea","Red Spurfowl",-0.143238631683587,"GRD","Highly territorial",359.1,"Omnivore","summer"
"77","INME03U",2020-05-07,"20200507_053000.WAV","MWTH",05:31:05,05:16:02,2020-05-07 06:03:55,1312.5,6,15.05,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"78","SEL207R",2020-03-10,"20200310_053000.WAV","MWTH",05:31:06,05:48:01,2020-03-10 06:33:29,1875,4,-16.9166666666667,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"79","PANMP1B",2020-03-21,"20200321_053000.WAV","GRJU",05:31:07,05:41:49,2020-03-21 06:27:14,1312.5,5,-10.7,"Gallus sonneratii","Gray Junglefowl",-0.227564125346617,"GRD","Weakly territorial",840.8,"Omnivore","summer"
"80","OLV110R",2020-05-05,"20200505_053000.WAV","CHCU",05:31:15,05:16:41,2020-05-05 06:04:25,1968.75,8,14.5666666666667,"Hierococcyx varius","Common Hawk-Cuckoo",0.126382036256765,"CAN","Non-territorial",103,"Invertivore","summer"
"81","SEL207U",2020-03-13,"20200313_053000.WAV","GRJU",05:31:16,05:46:22,2020-03-13 06:31:47,1125,5,-15.1,"Gallus sonneratii","Gray Junglefowl",-0.227564125346617,"GRD","Weakly territorial",840.8,"Omnivore","summer"
"82","INOA03R",2020-05-09,"20200509_053000.WAV","MWTH",05:31:20,05:15:20,2020-05-09 06:03:23,1125,5,16,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"83","INME03U",2020-03-14,"20200314_053000.WAV","MWTH",05:31:22,05:45:50,2020-03-14 06:31:15,1406.25,6,-14.4666666666667,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"84","OLV110R",2020-05-07,"20200507_053000.WAV","YBBU",05:31:22,05:15:57,2020-05-07 06:03:51,3000,8,15.4166666666667,"Iole indica","Yellow-browed Bulbul",0.107121686439749,"MID","Weakly territorial",30.6,"Omnivore","summer"
"85","VAR410U",2020-05-06,"20200506_053000.WAV","CHCU",05:31:25,05:16:22,2020-05-06 06:04:11,1875,6,15.05,"Hierococcyx varius","Common Hawk-Cuckoo",0.126382036256765,"CAN","Non-territorial",103,"Invertivore","summer"
"86","OLV110U",2020-03-20,"20200320_053000.WAV","STBU",05:31:27,05:42:15,2020-03-20 06:27:40,3375,4,-10.8,"Hypsipetes ganeesa","Square-tailed Bulbul",-0.0457137112381185,"CAN","Weakly territorial",51.8,"Frugivore","summer"
"87","SEL207U",2020-05-02,"20200502_053000.WAV","INPE",05:31:39,05:17:53,2020-05-02 06:05:23,1500,5,13.7666666666667,"Pavo cristatus","Indian Peafowl",-0.215199045094871,"GRD","Non-territorial",4154.8,"Omnivore","summer"
"88","PANMP1B",2020-03-14,"20200314_053000.WAV","GRJU",05:31:40,05:45:57,2020-03-14 06:31:22,1218.75,5,-14.2833333333333,"Gallus sonneratii","Gray Junglefowl",-0.227564125346617,"GRD","Weakly territorial",840.8,"Omnivore","summer"
"89","VAR410R",2020-03-19,"20200319_053000.WAV","INPE",05:31:44,05:42:54,2020-03-19 06:28:19,1593.75,5,-11.1666666666667,"Pavo cristatus","Indian Peafowl",-0.215199045094871,"GRD","Non-territorial",4154.8,"Omnivore","summer"
"90","OLCAP3B",2020-05-03,"20200503_053000.WAV","WBBF",05:31:53,05:17:16,2020-05-03 06:04:51,4968.75,7,14.6166666666667,"Cyornis pallidipes","White-bellied Blue Flycatcher",0.127786668799846,"UND","Weakly territorial",19,"Invertivore","summer"
"91","VAR310U",2020-03-12,"20200312_053000.WAV","YBBU",05:31:53,05:46:59,2020-03-12 06:32:25,3187.5,3,-15.1,"Iole indica","Yellow-browed Bulbul",0.107121686439749,"MID","Weakly territorial",30.6,"Omnivore","summer"
"92","VAR310U",2020-03-19,"20200319_053000.WAV","INPE",05:31:53,05:42:55,2020-03-19 06:28:20,843.75,3,-11.0333333333333,"Pavo cristatus","Indian Peafowl",-0.215199045094871,"GRD","Non-territorial",4154.8,"Omnivore","summer"
"93","IPTO06R",2020-05-03,"20200503_053000.WAV","INPE",05:31:58,05:17:13,2020-05-03 06:04:48,750,5,14.75,"Pavo cristatus","Indian Peafowl",-0.215199045094871,"GRD","Non-territorial",4154.8,"Omnivore","summer"
"94","OLCAP2B",2020-05-03,"20200503_053000.WAV","MWTH",05:31:58,05:17:16,2020-05-03 06:04:51,1687.5,7,14.7,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"95","SEL107U",2020-05-04,"20200504_053000.WAV","INPE",05:31:58,05:17:05,2020-05-04 06:04:44,1500,5,14.8833333333333,"Pavo cristatus","Indian Peafowl",-0.215199045094871,"GRD","Non-territorial",4154.8,"Omnivore","summer"
"96","VAR410R",2020-05-06,"20200506_053000.WAV","INPE",05:31:59,05:16:22,2020-05-06 06:04:11,1500,5,15.6166666666667,"Pavo cristatus","Indian Peafowl",-0.215199045094871,"GRD","Non-territorial",4154.8,"Omnivore","summer"
"97","VAR410U",2020-05-06,"20200506_053000.WAV","INPE",05:31:59,05:16:22,2020-05-06 06:04:11,1875,6,15.6166666666667,"Pavo cristatus","Indian Peafowl",-0.215199045094871,"GRD","Non-territorial",4154.8,"Omnivore","summer"
"98","PANMP2B",2020-03-17,"20200317_053000.WAV","MWTH",05:32:03,05:44:13,2020-03-17 06:29:37,1593.75,6,-12.1666666666667,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"99","SEL207U",2020-03-13,"20200313_053000.WAV","MWTH",05:32:07,05:46:22,2020-03-13 06:31:47,5625,5,-14.25,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"100","VAR410R",2020-03-19,"20200319_053000.WAV","MWTH",05:32:07,05:42:54,2020-03-19 06:28:19,1500,5,-10.7833333333333,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"101","INBS04R",2020-03-24,"20200324_053000.WAV","MWTH",05:32:10,05:39:50,2020-03-24 06:25:18,1781.25,6,-7.66666666666667,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"102","VAR410U",2020-03-18,"20200318_053000.WAV","BNMO",05:32:11,05:43:31,2020-03-18 06:28:55,2062.5,6,-11.3333333333333,"Hypothymis azurea","Black-naped Monarch",0.0998052336804932,"MID","Weakly territorial",11.1,"Invertivore","summer"
"103","OLV208R",2020-03-20,"20200320_053000.WAV","CHCU",05:32:22,05:42:15,2020-03-20 06:27:40,1312.5,7,-9.88333333333333,"Hierococcyx varius","Common Hawk-Cuckoo",0.126382036256765,"CAN","Non-territorial",103,"Invertivore","summer"
"104","OLV208U",2020-03-25,"20200325_053000.WAV","MWTH",05:32:23,05:39:10,2020-03-25 06:24:38,1968.75,5,-6.78333333333333,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
"105","VAR310U",2020-05-05,"20200505_053000.WAV","MWTH",05:32:23,05:16:44,2020-05-05 06:04:29,1593.75,3,15.65,"Myophonus horsfieldii","Malabar Whistling-Thrush",0.185941569594437,"GRD","Weakly territorial",117,"Aquatic predator","summer"
